config_id,question_id,public_passed,initial_sas,final_sas,sal_activated,accepted_refines,llm_calls
threshold_r85_paper,3188,False,81,81,True,0,7
threshold_r85_paper,3206,True,85,85,True,0,5
threshold_r85_paper,3225,True,81,81,True,0,7
threshold_r85_paper,3234,True,81,81,True,1,10
threshold_r85_paper,3240,False,81,81,True,0,7
threshold_r85_paper,3243,False,81,81,True,0,7
threshold_r85_paper,3308,False,81,86,True,2,11
threshold_r85_paper,3347,True,81,86,True,1,8
threshold_r85_paper,3381,True,81,86,True,1,8
threshold_r85_paper,3446,True,85,85,True,0,5
threshold_r85_paper,3567,True,86,86,True,0,5
threshold_r85_paper,3600,False,86,86,True,0,5
threshold_r85_paper,3647,False,81,81,True,0,8
threshold_r85_paper,3651,False,81,81,True,1,10
threshold_r85_paper,3654,False,81,81,True,0,6
threshold_r85_paper,3675,False,80,81,True,1,10
threshold_r85_paper,3700,False,81,81,True,0,7
threshold_r85_paper,3809,True,85,85,True,0,5
threshold_r85_paper,abc303_c,True,81,81,True,0,6
threshold_r85_paper,abc314_a,True,85,85,True,0,5
threshold_r85_paper,abc314_b,False,85,85,True,0,5
threshold_r85_paper,abc315_b,True,100,100,True,0,5
threshold_r85_paper,abc323_b,True,81,81,True,1,10
threshold_r85_paper,abc323_d,False,85,85,True,0,5
threshold_r85_paper,abc324_e,False,80,84,True,1,9
threshold_r85_paper,abc329_c,False,85,85,True,0,5
threshold_r85_paper,abc334_e,False,0,78,True,1,11
threshold_r85_paper,abc340_d,False,81,81,True,0,7
threshold_r85_paper,abc343_c,True,81,86,True,1,8
threshold_r85_paper,abc344_d,True,81,81,True,0,6
threshold_r85_paper,abc350_c,False,81,81,True,0,7
threshold_r85_paper,abc351_f,False,86,86,True,0,5
threshold_r85_paper,abc353_d,True,80,81,True,1,10
threshold_r85_paper,abc354_c,False,81,81,True,0,7
threshold_r85_paper,abc364_d,True,100,100,True,0,5
threshold_r85_paper,abc367_b,True,86,86,True,0,5
threshold_r85_paper,abc368_d,False,85,85,True,0,5
threshold_r85_paper,abc372_c,False,80,80,True,0,7
threshold_r85_paper,abc372_d,False,85,85,True,0,5
threshold_r85_paper,abc374_f,False,81,85,True,1,8
threshold_r85_paper,abc377_b,True,85,85,True,0,5
threshold_r85_paper,abc378_d,True,85,85,True,0,5
threshold_r85_paper,abc380_c,False,81,81,True,0,7
threshold_r85_paper,abc390_c,False,0,0,True,0,8
threshold_r85_paper,abc393_f,False,81,81,True,0,7
threshold_r85_paper,abc395_a,True,85,85,True,0,5
threshold_r85_paper,abc397_e,False,81,81,True,1,10
threshold_r85_paper,arc190_c,False,81,81,True,0,7
threshold_r85_paper,arc192_d,False,81,81,True,0,7
threshold_r90_paper,2811,False,81,81,True,0,7
threshold_r90_paper,3188,False,81,81,True,0,7
threshold_r90_paper,3206,True,85,85,True,0,5
threshold_r90_paper,3225,True,81,81,True,0,7
threshold_r90_paper,3234,True,81,81,True,1,10
threshold_r90_paper,3240,False,81,81,True,0,7
threshold_r90_paper,3243,False,81,81,True,0,7
threshold_r90_paper,3308,False,81,86,True,2,13
threshold_r90_paper,3347,True,81,86,True,1,10
threshold_r90_paper,3381,True,81,86,True,1,10
threshold_r90_paper,3446,True,85,85,True,0,5
threshold_r90_paper,3567,True,86,86,True,0,7
threshold_r90_paper,3600,False,86,86,True,0,7
threshold_r90_paper,3647,False,81,81,True,0,8
threshold_r90_paper,3651,False,81,81,True,1,10
threshold_r90_paper,3654,False,81,81,True,0,6
threshold_r90_paper,3675,False,80,81,True,1,10
threshold_r90_paper,3700,False,81,81,True,0,7
threshold_r90_paper,3809,True,85,85,True,0,5
threshold_r90_paper,abc303_c,True,81,81,True,0,6
threshold_r90_paper,abc314_a,True,85,85,True,0,5
threshold_r90_paper,abc314_b,False,85,85,True,0,5
threshold_r90_paper,abc315_b,True,100,100,True,0,5
threshold_r90_paper,abc323_b,True,81,81,True,1,10
threshold_r90_paper,abc323_d,False,85,85,True,0,5
threshold_r90_paper,abc324_e,False,80,84,True,1,9
threshold_r90_paper,abc329_c,False,85,85,True,0,5
threshold_r90_paper,abc334_e,False,0,78,True,1,11
threshold_r90_paper,abc340_d,False,81,81,True,0,7
threshold_r90_paper,abc343_c,True,81,86,True,1,10
threshold_r90_paper,abc344_d,True,81,81,True,0,6
threshold_r90_paper,abc350_c,False,81,81,True,0,7
threshold_r90_paper,abc351_f,False,86,86,True,0,5
threshold_r90_paper,abc353_d,True,80,81,True,1,10
threshold_r90_paper,abc354_c,False,81,81,True,0,7
threshold_r90_paper,abc364_d,True,100,100,True,0,5
threshold_r90_paper,abc367_b,True,86,86,True,1,10
threshold_r90_paper,abc368_d,False,85,85,True,0,5
threshold_r90_paper,abc372_c,False,80,80,True,0,7
threshold_r90_paper,abc372_d,False,85,85,True,0,5
threshold_r90_paper,abc374_f,False,81,85,True,1,8
threshold_r90_paper,abc377_b,True,85,85,True,0,5
threshold_r90_paper,abc378_d,True,85,85,True,0,5
threshold_r90_paper,abc380_c,False,81,81,True,0,7
threshold_r90_paper,abc390_c,False,0,0,True,0,8
threshold_r90_paper,abc393_f,False,81,81,True,0,7
threshold_r90_paper,abc395_a,True,85,85,True,0,5
threshold_r90_paper,abc397_e,False,81,81,True,1,10
threshold_r90_paper,arc190_c,False,81,81,True,0,7
threshold_r90_paper,arc192_d,False,81,81,True,0,7
threshold_r95_paper,2811,False,81,81,True,0,7
threshold_r95_paper,3188,False,81,81,True,0,7
threshold_r95_paper,3206,True,85,85,True,0,5
threshold_r95_paper,3225,True,81,81,True,0,7
threshold_r95_paper,3234,True,81,81,True,1,10
threshold_r95_paper,3240,False,81,81,True,0,7
threshold_r95_paper,3243,False,81,81,True,0,7
threshold_r95_paper,3308,False,81,86,True,2,13
threshold_r95_paper,3347,True,81,86,True,1,10
threshold_r95_paper,3381,True,81,86,True,1,10
threshold_r95_paper,3446,True,85,85,True,0,5
threshold_r95_paper,3567,True,86,86,True,0,7
threshold_r95_paper,3600,False,86,86,True,0,7
threshold_r95_paper,3647,False,81,81,True,0,8
threshold_r95_paper,3651,False,81,81,True,1,10
threshold_r95_paper,3654,False,81,81,True,0,6
threshold_r95_paper,3675,False,80,81,True,1,10
threshold_r95_paper,3700,False,81,81,True,0,7
threshold_r95_paper,3809,True,85,85,True,0,5
threshold_r95_paper,abc303_c,True,81,81,True,0,6
threshold_r95_paper,abc314_a,True,85,85,True,0,5
threshold_r95_paper,abc314_b,False,85,85,True,0,5
threshold_r95_paper,abc315_b,True,100,100,True,0,5
threshold_r95_paper,abc323_b,True,81,81,True,1,10
threshold_r95_paper,abc323_d,False,85,85,True,0,5
threshold_r95_paper,abc324_e,False,80,84,True,1,9
threshold_r95_paper,abc329_c,False,85,85,True,0,5
threshold_r95_paper,abc334_e,False,0,78,True,1,11
threshold_r95_paper,abc340_d,False,81,81,True,0,7
threshold_r95_paper,abc343_c,True,81,86,True,1,10
threshold_r95_paper,abc344_d,True,81,81,True,0,6
threshold_r95_paper,abc350_c,False,81,81,True,0,7
threshold_r95_paper,abc351_f,False,86,86,True,0,5
threshold_r95_paper,abc353_d,True,80,81,True,1,10
threshold_r95_paper,abc354_c,False,81,81,True,0,7
threshold_r95_paper,abc364_d,True,100,100,True,0,5
threshold_r95_paper,abc367_b,True,86,86,True,1,10
threshold_r95_paper,abc368_d,False,85,85,True,0,5
threshold_r95_paper,abc372_c,False,80,80,True,0,7
threshold_r95_paper,abc372_d,False,85,85,True,0,5
threshold_r95_paper,abc374_f,False,81,85,True,1,8
threshold_r95_paper,abc377_b,True,85,85,True,0,5
threshold_r95_paper,abc378_d,True,85,85,True,0,5
threshold_r95_paper,abc380_c,False,81,81,True,0,7
threshold_r95_paper,abc390_c,False,0,0,True,0,8
threshold_r95_paper,abc393_f,False,81,81,True,0,7
threshold_r95_paper,abc395_a,True,85,85,True,0,5
threshold_r95_paper,abc397_e,False,81,81,True,1,10
threshold_r95_paper,arc190_c,False,81,81,True,0,7
threshold_r95_paper,arc192_d,False,81,81,True,0,7
weights_r90_uniform,2811,False,80,80,True,0,7
weights_r90_uniform,3188,False,80,85,True,1,8
weights_r90_uniform,3206,True,85,85,True,0,5
weights_r90_uniform,3225,True,80,80,True,0,7
weights_r90_uniform,3234,True,80,80,True,1,10
weights_r90_uniform,3240,False,80,80,True,0,7
weights_r90_uniform,3243,False,80,80,True,0,7
weights_r90_uniform,3308,False,80,85,True,1,10
weights_r90_uniform,3347,True,80,80,True,0,7
weights_r90_uniform,3381,True,80,85,True,1,10
weights_r90_uniform,3446,True,85,85,True,0,6
weights_r90_uniform,3567,True,85,85,True,0,7
weights_r90_uniform,3600,False,85,85,True,0,7
weights_r90_uniform,3647,False,80,80,True,0,7
weights_r90_uniform,3651,False,80,80,True,1,10
weights_r90_uniform,3654,False,80,80,True,0,6
weights_r90_uniform,3675,False,80,80,True,0,7
weights_r90_uniform,3700,False,80,80,True,0,7
weights_r90_uniform,3809,True,85,85,True,0,5
weights_r90_uniform,abc303_c,True,85,85,True,0,7
weights_r90_uniform,abc314_a,True,100,100,True,0,5
weights_r90_uniform,abc314_b,True,80,85,True,1,10
weights_r90_uniform,abc315_b,True,100,100,True,0,5
weights_r90_uniform,abc323_b,True,80,80,True,0,7
weights_r90_uniform,abc323_d,False,85,85,True,0,5
weights_r90_uniform,abc324_e,False,80,85,True,1,10
weights_r90_uniform,abc329_c,False,85,85,True,0,5
weights_r90_uniform,abc334_e,False,0,77,True,1,11
weights_r90_uniform,abc340_d,False,80,80,True,0,7
weights_r90_uniform,abc343_c,True,80,85,True,1,10
weights_r90_uniform,abc344_d,True,80,80,True,0,7
weights_r90_uniform,abc350_c,False,70,70,True,0,7
weights_r90_uniform,abc351_f,False,85,85,True,0,5
weights_r90_uniform,abc353_d,True,80,80,True,0,7
weights_r90_uniform,abc354_c,False,80,80,True,0,7
weights_r90_uniform,abc364_d,True,100,100,True,0,5
weights_r90_uniform,abc367_b,True,85,85,True,1,10
weights_r90_uniform,abc368_d,False,85,85,True,0,5
weights_r90_uniform,abc372_c,False,80,80,True,0,7
weights_r90_uniform,abc372_d,False,85,85,True,0,5
weights_r90_uniform,abc374_f,False,80,85,True,1,8
weights_r90_uniform,abc377_b,True,85,85,True,0,5
weights_r90_uniform,abc378_d,True,85,85,True,0,5
weights_r90_uniform,abc380_c,False,80,85,True,1,8
weights_r90_uniform,abc390_c,False,0,0,True,0,8
weights_r90_uniform,abc393_f,False,80,80,True,0,7
weights_r90_uniform,abc395_a,True,85,85,True,0,7
weights_r90_uniform,abc397_e,False,80,80,True,1,10
weights_r90_uniform,arc190_c,False,80,80,True,0,7
weights_r90_uniform,arc192_d,False,80,80,True,0,7
weights_r90_coverage,2811,False,85,85,True,0,5
weights_r90_coverage,3188,False,85,85,True,0,7
weights_r90_coverage,3206,True,82,85,True,1,10
weights_r90_coverage,3225,True,82,82,True,0,7
weights_r90_coverage,3234,True,85,85,True,0,5
weights_r90_coverage,3240,False,82,85,True,1,10
weights_r90_coverage,3243,False,85,85,True,0,5
weights_r90_coverage,3308,False,82,82,True,0,7
weights_r90_coverage,3347,True,82,82,True,0,7
weights_r90_coverage,3381,True,82,85,True,1,10
weights_r90_coverage,3446,True,85,85,True,0,6
weights_r90_coverage,3567,True,85,85,True,0,7
weights_r90_coverage,3600,False,85,85,True,0,7
weights_r90_coverage,3647,False,82,82,True,0,8
weights_r90_coverage,3651,False,82,85,True,1,10
weights_r90_coverage,3654,False,82,82,True,0,6
weights_r90_coverage,3675,False,82,82,True,0,7
weights_r90_coverage,3700,False,82,82,True,0,7
weights_r90_coverage,3809,True,82,82,True,0,7
weights_r90_coverage,abc303_c,True,85,85,True,0,7
weights_r90_coverage,abc314_a,True,85,85,True,0,7
weights_r90_coverage,abc314_b,False,85,85,True,0,7
weights_r90_coverage,abc315_b,True,100,100,True,0,5
weights_r90_coverage,abc323_b,True,85,85,True,1,10
weights_r90_coverage,abc323_d,False,82,82,True,0,7
weights_r90_coverage,abc324_e,False,82,85,True,1,10
weights_r90_coverage,abc329_c,False,85,85,True,0,5
weights_r90_coverage,abc334_e,False,0,78,True,1,11
weights_r90_coverage,abc340_d,False,82,82,True,0,7
weights_r90_coverage,abc343_c,True,85,85,True,0,7
weights_r90_coverage,abc344_d,True,82,82,True,0,6
weights_r90_coverage,abc350_c,False,85,85,True,0,7
weights_r90_coverage,abc351_f,False,85,85,True,0,5
weights_r90_coverage,abc353_d,True,82,82,True,0,7
weights_r90_coverage,abc354_c,False,85,85,True,0,7
weights_r90_coverage,abc364_d,True,100,100,True,0,5
weights_r90_coverage,abc367_b,True,85,85,True,1,10
weights_r90_coverage,abc368_d,False,85,85,True,0,7
weights_r90_coverage,abc372_c,False,82,82,True,0,7
weights_r90_coverage,abc372_d,False,85,85,True,0,5
weights_r90_coverage,abc374_f,False,82,85,True,1,9
weights_r90_coverage,abc377_b,True,85,85,True,0,7
weights_r90_coverage,abc378_d,True,82,82,True,0,7
weights_r90_coverage,abc380_c,False,82,82,True,0,7
weights_r90_coverage,abc390_c,False,0,0,True,0,8
weights_r90_coverage,abc393_f,False,82,82,True,0,7
weights_r90_coverage,abc395_a,True,85,85,True,0,7
weights_r90_coverage,abc397_e,False,82,85,True,1,10
weights_r90_coverage,arc190_c,False,85,85,True,0,7
weights_r90_coverage,arc192_d,False,82,82,True,0,7
weights_r90_faithfulness,2811,False,80,80,True,0,7
weights_r90_faithfulness,3188,False,87,87,True,0,7
weights_r90_faithfulness,3206,True,80,80,True,0,7
weights_r90_faithfulness,3225,True,80,80,True,0,7
weights_r90_faithfulness,3234,True,87,87,True,0,5
weights_r90_faithfulness,3240,False,80,80,True,0,7
weights_r90_faithfulness,3243,False,80,80,True,0,7
weights_r90_faithfulness,3308,False,80,80,True,0,7
weights_r90_faithfulness,3347,True,80,87,True,1,10
weights_r90_faithfulness,3381,True,80,87,True,1,10
weights_r90_faithfulness,3446,True,87,87,True,0,6
weights_r90_faithfulness,3567,True,87,87,True,0,7
weights_r90_faithfulness,3600,False,87,87,True,0,7
weights_r90_faithfulness,3647,False,80,80,True,0,7
weights_r90_faithfulness,3651,False,80,80,True,1,10
weights_r90_faithfulness,3654,False,80,80,True,0,6
weights_r90_faithfulness,3675,False,80,80,True,0,7
weights_r90_faithfulness,3700,False,70,70,True,0,7
weights_r90_faithfulness,3809,True,80,80,True,0,7
weights_r90_faithfulness,abc303_c,True,87,87,True,0,7
weights_r90_faithfulness,abc314_a,True,87,87,True,0,7
weights_r90_faithfulness,abc314_b,False,87,87,True,0,7
weights_r90_faithfulness,abc315_b,True,100,100,True,0,5
weights_r90_faithfulness,abc323_b,True,80,80,True,0,7
weights_r90_faithfulness,abc323_d,False,80,80,True,0,6
weights_r90_faithfulness,abc324_e,False,80,80,True,0,7
weights_r90_faithfulness,abc329_c,False,87,87,True,0,5
weights_r90_faithfulness,abc334_e,False,0,78,True,1,11
weights_r90_faithfulness,abc340_d,False,80,80,True,0,7
weights_r90_faithfulness,abc343_c,True,87,87,True,0,7
weights_r90_faithfulness,abc344_d,True,80,80,True,0,6
weights_r90_faithfulness,abc350_c,False,70,70,True,0,7
weights_r90_faithfulness,abc351_f,False,87,87,True,0,5
weights_r90_faithfulness,abc353_d,True,80,80,True,0,7
weights_r90_faithfulness,abc354_c,False,80,80,True,0,7
weights_r90_faithfulness,abc364_d,True,100,100,True,0,5
weights_r90_faithfulness,abc367_b,True,87,87,True,1,10
weights_r90_faithfulness,abc368_d,False,80,80,True,0,7
weights_r90_faithfulness,abc372_c,False,80,80,True,0,7
weights_r90_faithfulness,abc372_d,False,87,87,True,0,5
weights_r90_faithfulness,abc374_f,False,80,80,True,0,7
weights_r90_faithfulness,abc377_b,True,80,82,True,2,13
weights_r90_faithfulness,abc378_d,True,80,80,True,0,7
weights_r90_faithfulness,abc380_c,False,80,80,True,0,7
weights_r90_faithfulness,abc390_c,False,0,0,True,0,8
weights_r90_faithfulness,abc393_f,False,80,80,True,0,7
weights_r90_faithfulness,abc395_a,True,87,87,True,0,7
weights_r90_faithfulness,abc397_e,False,80,80,True,0,7
weights_r90_faithfulness,arc190_c,False,80,80,True,0,7
weights_r90_faithfulness,arc192_d,False,80,80,True,0,7
weights_r90_precision,2811,False,78,78,True,0,7
weights_r90_precision,3188,False,78,78,True,0,7
weights_r90_precision,3206,True,85,85,True,0,5
weights_r90_precision,3225,True,78,78,True,0,7
weights_r90_precision,3234,True,78,78,True,1,10
weights_r90_precision,3240,False,78,78,True,0,7
weights_r90_precision,3243,False,78,78,True,0,7
weights_r90_precision,3308,False,78,78,True,0,7
weights_r90_precision,3347,True,78,78,True,0,7
weights_r90_precision,3381,True,78,83,True,1,10
weights_r90_precision,3446,True,85,85,True,0,5
weights_r90_precision,3567,True,83,83,True,0,7
weights_r90_precision,3600,False,83,83,True,0,7
weights_r90_precision,3647,False,78,78,True,0,7
weights_r90_precision,3651,False,78,78,True,1,10
weights_r90_precision,3654,False,78,78,True,0,7
weights_r90_precision,3675,False,78,78,True,0,7
weights_r90_precision,3700,False,78,78,True,0,7
weights_r90_precision,3809,True,78,78,True,0,7
weights_r90_precision,abc303_c,True,83,83,True,0,7
weights_r90_precision,abc314_a,True,83,83,True,0,7
weights_r90_precision,abc314_b,False,78,78,True,0,7
weights_r90_precision,abc315_b,True,100,100,True,0,5
weights_r90_precision,abc323_b,True,78,78,True,0,7
weights_r90_precision,abc323_d,False,85,85,True,0,5
weights_r90_precision,abc324_e,False,78,78,True,0,7
weights_r90_precision,abc329_c,False,83,83,True,0,6
weights_r90_precision,abc334_e,False,0,74,True,2,13
weights_r90_precision,abc340_d,False,74,74,True,0,7
weights_r90_precision,abc343_c,True,78,78,True,0,7
weights_r90_precision,abc344_d,True,78,78,True,0,6
weights_r90_precision,abc350_c,False,74,74,True,0,7
weights_r90_precision,abc351_f,False,83,83,True,0,5
weights_r90_precision,abc353_d,True,78,78,True,0,7
weights_r90_precision,abc354_c,False,78,78,True,0,7
weights_r90_precision,abc364_d,True,100,100,True,0,5
weights_r90_precision,abc367_b,True,83,83,True,1,10
weights_r90_precision,abc368_d,False,85,85,True,0,5
weights_r90_precision,abc372_c,False,78,78,True,0,7
weights_r90_precision,abc372_d,False,78,78,True,0,7
weights_r90_precision,abc374_f,False,78,78,True,0,7
weights_r90_precision,abc377_b,True,85,85,True,0,5
weights_r90_precision,abc378_d,True,85,85,True,0,5
weights_r90_precision,abc380_c,False,78,78,True,0,7
weights_r90_precision,abc390_c,False,0,0,True,0,8
weights_r90_precision,abc393_f,False,78,78,True,0,7
weights_r90_precision,abc395_a,True,85,85,True,0,5
weights_r90_precision,abc397_e,False,78,78,True,0,7
weights_r90_precision,arc190_c,False,83,83,True,0,7
weights_r90_precision,arc192_d,False,78,78,True,0,7
