question_id,question_title,feedback_passed,final_passed,transition,original_attribution,final_aligned_attribution,error_type,error_code,error_message,num_private_tests
2872,largest-element-in-an-array-after-merge-operations,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,4
2873,prime-pairs-with-target-sum,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2876,number-of-employees-who-met-the-target,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2877,shortest-string-that-contains-three-strings,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2878,apply-operations-to-make-all-array-elements-equal-to-zero,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,8
2879,minimum-changes-to-make-k-semi-palindromes,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
2881,split-strings-by-separator,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2882,ways-to-express-an-integer-as-sum-of-powers,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2883,partition-string-into-minimum-beautiful-substrings,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2884,length-of-the-longest-valid-substring,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2886,faulty-keyboard,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2887,sort-vowels-in-a-string,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2888,minimum-index-of-a-valid-split,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2891,maximum-beauty-of-an-array-after-applying-operation,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2892,check-if-array-is-good,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2893,visit-array-positions-to-maximize-score,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2902,max-pair-sum-in-an-array,True,True,feedback_pass_final_pass,solved,solved,accepted,,,69
2915,count-of-interesting-subarrays,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2916,check-if-it-is-possible-to-split-array,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,10
2917,count-pairs-whose-sum-is-less-than-target,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2919,maximum-number-of-groups-with-increasing-length,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2920,minimum-seconds-to-equalize-a-circular-array,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,2
2921,count-stepping-numbers-in-range,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
2952,minimum-time-to-make-array-sum-at-most-x,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,7
2953,count-pairs-of-points-with-distance-k,True,True,feedback_pass_final_pass,solved,solved,accepted,,,100
2954,maximum-sum-of-almost-unique-subarray,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2955,account-balance-after-rounded-purchase,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2977,check-if-a-string-is-an-acronym-of-words,True,True,feedback_pass_final_pass,solved,solved,accepted,,,11
2979,maximize-the-profit-as-the-salesman,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2998,count-symmetric-integers,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
2999,check-if-strings-can-be-made-equal-with-operations-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,10
3000,minimum-absolute-difference-between-elements-with-constraint,False,False,feedback_fail_final_fail,spec_induced,spec_induced,runtime_error,-4,Runtime Error,1
3017,number-of-beautiful-integers-in-the-range,False,False,feedback_fail_final_fail,spec_induced,spec_induced,time_limit_exceeded,-3,Time Limit Exceeded,9
3018,make-string-a-subsequence-using-cyclic-increments,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3019,furthest-point-from-origin,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3024,string-transformation,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,8
3025,minimum-operations-to-form-subsequence-with-target-sum,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,2
3026,find-the-minimum-possible-sum-of-a-beautiful-array,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3031,construct-product-matrix,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3032,maximize-value-of-function-in-a-ball-passing-game,False,False,feedback_fail_final_fail,spec_induced,spec_induced,time_limit_exceeded,-3,Time Limit Exceeded,10
3033,apply-operations-to-make-two-strings-equal,False,False,feedback_fail_final_fail,unknown,unknown,wrong_answer,-2,Wrong Answer,3
3034,points-that-intersect-with-cars,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3044,minimum-operations-to-collect-elements,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,4
3045,minimum-right-shifts-to-sort-the-array,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3046,minimum-operations-to-make-a-special-number,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,10
3047,maximum-element-sum-of-a-complete-subset-of-indices,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3055,maximum-odd-binary-number,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3080,split-array-into-maximum-number-of-subarrays,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3081,minimum-array-length-after-pair-removals,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3091,count-of-sub-multisets-with-bounded-sum,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,5
3093,sum-of-values-at-indices-with-k-set-bits,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3094,minimum-number-of-operations-to-make-array-empty,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3104,happy-students,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3106,length-of-the-longest-subsequence-that-sums-to-target,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3114,beautiful-towers-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3141,minimum-size-subarray-in-infinite-array,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3150,shortest-and-lexicographically-smallest-beautiful-string,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3151,minimum-processing-time,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3153,apply-operations-on-array-to-maximize-sum-of-squares,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3154,maximum-value-of-an-ordered-triplet-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3163,subarrays-distinct-element-sum-of-squares-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3164,last-visited-integers,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3166,minimum-number-of-groups-to-create-a-valid-assignment,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3171,minimum-equal-sum-of-two-arrays-after-replacing-zeros,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3172,divisible-and-non-divisible-sums-difference,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3174,minimum-number-of-changes-to-make-binary-string-beautiful,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3176,minimum-sum-of-mountain-triplets-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3183,find-the-k-or-of-an-array,True,True,feedback_pass_final_pass,solved,solved,accepted,,,100
3184,maximum-balanced-subsequence-sum,False,False,feedback_fail_final_fail,spec_induced,spec_induced,runtime_error,-4,Runtime Error,1
3188,find-champion-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3190,minimum-operations-to-maximize-last-elements-in-arrays,False,False,feedback_fail_final_fail,unknown,unknown,runtime_error,-4,Runtime Error,1
3192,maximum-xor-product,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,2
3193,maximum-strong-pair-xor-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3194,find-words-containing-character,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3195,separate-black-and-white-balls,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3196,apply-operations-to-maximize-frequency-score,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,5
3199,distribute-candies-among-children-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3200,number-of-strings-which-can-be-rearranged-to-contain-substring,False,False,feedback_fail_final_fail,spec_induced,spec_induced,runtime_error,-4,"Error during testing: unmatched ']' (<string>, line 46)",1
3203,palindrome-rearrangement-queries,False,False,feedback_fail_final_fail,spec_induced,spec_induced,time_limit_exceeded,-3,Time Limit Exceeded,10
3206,find-common-elements-between-two-arrays,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3207,make-three-strings-equal,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3209,minimum-number-of-coins-for-fruits,True,True,feedback_pass_final_pass,solved,solved,accepted,,,100
3210,count-beautiful-substrings-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3211,find-maximum-non-decreasing-array-length,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,10
3212,count-the-number-of-good-partitions,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3213,count-subarrays-where-max-element-appears-at-least-k-times,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3219,make-lexicographically-smallest-array-by-swapping-elements,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,5
3220,count-tested-devices-after-test-operations,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3221,find-the-peaks,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3223,count-complete-substrings,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3224,count-the-number-of-infection-sequences,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3225,length-of-longest-subarray-with-at-most-k-frequency,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3226,minimum-number-game,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3227,find-missing-and-repeated-values,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3228,maximum-size-of-a-set-after-removals,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,8
3229,minimum-cost-to-make-array-equalindromic,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3230,remove-adjacent-almost-equal-characters,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3231,minimum-number-of-coins-to-be-added,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3233,maximize-the-number-of-partitions-after-operations,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3234,double-modular-exponentiation,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3235,minimum-cost-to-convert-string-i,False,False,feedback_fail_final_fail,spec_induced,spec_induced,runtime_error,-4,Runtime Error,1
3236,smallest-missing-integer-greater-than-sequential-prefix-sum,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3239,minimum-number-of-operations-to-make-x-and-y-equal,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3240,maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,2
3242,count-elements-with-maximum-frequency,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3243,count-the-number-of-powerful-integers,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3244,minimize-length-of-array-using-operations,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3245,find-beautiful-indices-in-the-given-array-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3246,check-if-bitwise-or-has-trailing-zeros,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3249,minimum-number-of-operations-to-make-array-xor-equal-to-k,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3251,maximum-area-of-longest-diagonal-rectangle,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3252,count-the-number-of-incremovable-subarrays-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3261,minimize-or-of-remaining-elements-using-operations,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,3
3262,find-polygon-with-the-largest-perimeter,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3263,divide-an-array-into-subarrays-with-minimum-cost-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3264,maximum-points-after-enemy-battles,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,3
3265,maximum-good-subarray-sum,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3267,find-longest-special-substring-that-occurs-thrice-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3269,number-of-subarrays-that-match-a-pattern-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3279,alice-and-bob-playing-flower-game,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3291,find-if-array-can-be-sorted,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,10
3292,earliest-second-to-mark-indices-i,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3297,minimum-time-to-revert-word-to-initial-state-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3298,maximize-consecutive-elements-in-an-array-after-modification,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,3
3299,find-the-maximum-number-of-elements-in-subset,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,5
3306,mark-elements-on-array-by-performing-queries,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3308,apply-operations-to-make-string-empty,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3309,count-prefix-and-suffix-pairs-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3311,ant-on-the-boundary,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3312,number-of-changing-keys,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3313,maximum-strength-of-k-disjoint-subarrays,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3316,find-the-sum-of-subsequence-powers,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3317,maximum-palindromes-after-operations,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3320,maximum-number-of-operations-with-the-same-score-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3324,split-the-array,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3327,minimum-moves-to-pick-k-ones,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3328,apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3329,find-the-length-of-the-longest-common-prefix,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,2
3331,minimum-operations-to-exceed-threshold-value-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3334,apple-redistribution-into-boxes,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3337,count-substrings-starting-and-ending-with-given-character,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3344,minimize-manhattan-distances,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3345,find-the-sum-of-the-power-of-all-subsequences,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3346,lexicographically-smallest-string-after-operations-with-constraint,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3347,distribute-elements-into-two-arrays-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,12
3349,maximum-length-substring-with-two-occurrences,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3351,maximize-happiness-of-selected-children,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3353,existence-of-a-substring-in-a-string-and-its-reverse,True,True,feedback_pass_final_pass,solved,solved,accepted,,,11
3354,replace-question-marks-in-string-to-minimize-its-value,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3355,minimum-levels-to-gain-more-points,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3356,shortest-uncommon-substring-in-an-array,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3360,minimum-deletions-to-make-string-k-special,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3361,latest-time-you-can-obtain-after-replacing-characters,False,False,feedback_fail_final_fail,unknown,unknown,wrong_answer,-2,Wrong Answer,2
3362,find-the-median-of-the-uniqueness-array,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3363,most-frequent-ids,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3364,minimum-sum-of-values-by-dividing-array,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3367,find-the-sum-of-encrypted-integers,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3371,harshad-number,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,8
3372,longest-strictly-increasing-or-strictly-decreasing-subarray,False,False,feedback_fail_final_fail,unknown,unknown,wrong_answer,-2,Wrong Answer,13
3373,maximum-prime-difference,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,2
3374,count-alternating-subarrays,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3375,kth-smallest-amount-with-single-denomination-combination,False,False,feedback_fail_final_fail,unknown,unknown,wrong_answer,-2,Wrong Answer,1
3376,longest-common-suffix-queries,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3379,score-of-a-string,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3381,shortest-subarray-with-or-at-least-k-i,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3382,find-the-number-of-subarrays-where-boundary-elements-are-maximum,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3383,taking-maximum-energy-from-the-mystic-dungeon,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,6
3384,minimum-number-of-operations-to-make-word-k-periodic,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3387,minimum-operations-to-make-median-of-array-equal-to-k,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3388,right-triangles,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3394,minimum-array-end,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3395,minimum-length-of-anagram-concatenation,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3396,valid-word,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,3
3397,find-the-integer-added-to-array-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3398,make-a-square-with-the-same-color,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3402,minimum-cost-to-equalize-array,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3403,minimum-substring-partition-of-equal-character-frequency,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3406,find-all-possible-stable-binary-arrays-i,False,False,feedback_fail_final_fail,spec_induced,spec_induced,runtime_error,-4,Runtime Error,1
3408,count-the-number-of-special-characters-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3411,find-products-of-elements-of-big-array,False,False,feedback_fail_final_fail,spec_induced,spec_induced,time_limit_exceeded,-3,Time Limit Exceeded,1
3412,permutation-difference-between-two-strings,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3413,find-the-first-player-to-win-k-games-in-a-row,False,False,feedback_fail_final_fail,spec_induced,spec_induced,runtime_error,-4,Runtime Error,3
3414,find-number-of-ways-to-reach-the-k-th-stair,False,False,feedback_fail_final_fail,spec_induced,spec_induced,time_limit_exceeded,-3,Time Limit Exceeded,1
3416,sum-of-digit-differences-of-all-pairs,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3420,find-occurrences-of-an-element-in-an-array,True,True,feedback_pass_final_pass,solved,solved,accepted,,,25
3421,count-pairs-that-form-a-complete-day-i,True,True,feedback_pass_final_pass,solved,solved,accepted,,,35
3422,find-the-n-th-value-after-k-seconds,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3423,maximum-sum-of-subsequence-with-non-adjacent-elements,False,False,feedback_fail_final_fail,spec_induced,spec_induced,wrong_answer,-2,Wrong Answer,1
3426,minimum-number-of-chairs-in-a-waiting-room,True,True,feedback_pass_final_pass,solved,solved,accepted,,,35
